Task ID,Job Name,Start Time,Period,Execution Time,Deadline Time,Priority,Finish Time,Least Finish Time,Time Budget,Idle Task Time,Smart Machine ID,Task Completion Status,Total Number of Tasks for Smart Machine X,Utilization Capacity of Smart Machine (%),Total Workload Capacity Required for Smart Machine X
Task 4294,Job 1,13,9,1,12,0,14,25,11,1,3,0,4294,4328,2
Task 4295,Job 0,10,7,1,7,0,11,17,6,1,3,1,4295,4328,9
Task 4295,Job 1,15,4,4,7,0,19,22,3,4,3,2,4295,4328,17
Task 4296,Job 0,5,5,3,11,0,8,16,8,3,3,1,4296,4329,18
Task 4296,Job 1,10,8,3,7,0,13,17,4,3,1,2,4296,4329,7
Task 4297,Job 0,3,7,1,7,0,4,10,6,1,4,0,4297,4331,9
Task 4297,Job 1,8,10,2,10,1,10,18,8,2,1,2,4297,4331,20
Task 4298,Job 0,4,9,1,6,0,5,10,5,1,1,2,4298,4332,14
Task 4298,Job 1,9,8,4,6,0,13,15,2,4,1,1,4298,4332,5
Task 4299,Job 0,10,9,1,7,1,11,17,6,1,1,2,4299,4333,20
Task 4299,Job 1,15,9,1,9,0,16,24,8,1,4,0,4299,4333,4
Task 4300,Job 0,8,9,2,10,0,10,18,8,2,4,2,4300,4333,5
Task 4300,Job 1,13,10,4,7,1,17,20,3,4,2,1,4300,4333,10
Task 4301,Job 0,3,6,3,6,0,6,9,3,3,1,1,4301,4335,17
Task 4301,Job 1,8,9,1,9,1,9,17,8,1,3,0,4301,4335,3
Task 4302,Job 0,9,6,1,8,0,10,17,7,1,1,0,4302,4336,4
Task 4302,Job 1,14,7,4,10,0,18,24,6,4,4,2,4302,4336,11
Task 4303,Job 0,7,5,1,11,0,8,18,10,1,2,2,4303,4337,19
Task 4303,Job 1,12,8,3,6,0,15,18,3,3,4,1,4303,4337,20
Task 4304,Job 0,6,5,2,6,0,8,12,4,2,4,0,4304,4337,16
Task 4304,Job 1,11,6,3,6,1,14,17,3,3,4,2,4304,4337,8
Task 4305,Job 0,10,10,1,10,0,11,20,9,1,4,2,4305,4338,2
Task 4305,Job 1,15,5,1,12,0,16,27,11,1,3,2,4305,4338,9
Task 4306,Job 0,3,9,4,6,0,7,9,2,4,4,2,4306,4339,14
Task 4306,Job 1,8,7,1,8,0,9,16,7,1,2,1,4306,4339,18
Task 4307,Job 0,7,8,4,12,1,11,19,8,4,4,2,4307,4341,9
Task 4307,Job 1,12,10,3,10,0,15,22,7,3,2,1,4307,4341,3
Task 4308,Job 0,1,6,1,8,0,2,9,7,1,3,2,4308,4341,4
Task 4308,Job 1,6,7,2,11,0,8,17,9,2,2,1,4308,4341,11
Task 4309,Job 0,7,8,3,11,0,10,18,8,3,4,1,4309,4343,19
Task 4309,Job 1,12,10,1,6,0,13,18,5,1,3,0,4309,4343,7
Task 4310,Job 0,8,6,1,10,1,9,18,9,1,4,2,4310,4343,12
Task 4310,Job 1,13,9,4,12,0,17,25,8,4,4,2,4310,4343,15
Task 4311,Job 0,1,4,3,6,0,4,7,3,3,4,2,4311,4344,8
Task 4311,Job 1,6,10,2,6,0,8,12,4,2,1,2,4311,4344,4
Task 4312,Job 0,4,7,1,11,0,5,15,10,1,4,2,4312,4346,19
Task 4312,Job 1,9,6,2,10,0,11,19,8,2,3,0,4312,4346,4
Task 4313,Job 0,9,9,4,9,0,13,18,5,4,3,2,4313,4346,13
Task 4313,Job 1,14,8,2,11,0,16,25,9,2,2,0,4313,4346,18
Task 4314,Job 0,9,8,4,7,1,13,16,3,4,2,0,4314,4348,2
Task 4314,Job 1,14,6,4,8,1,18,22,4,4,1,2,4314,4348,17
Task 4315,Job 0,7,7,2,12,1,9,19,10,2,2,2,4315,4349,8
Task 4315,Job 1,12,8,1,8,0,13,20,7,1,2,2,4315,4349,17
Task 4316,Job 0,7,5,4,12,0,11,19,8,4,1,2,4316,4349,8
Task 4316,Job 1,12,10,4,11,0,16,23,7,4,2,2,4316,4349,17
Task 4317,Job 0,4,9,3,6,0,7,10,3,3,4,1,4317,4351,8
Task 4317,Job 1,9,8,4,10,0,13,19,6,4,2,1,4317,4351,17
Task 4318,Job 0,9,7,1,6,0,10,15,5,1,4,0,4318,4352,10
Task 4318,Job 1,14,5,4,9,0,18,23,5,4,3,2,4318,4352,17
Task 4319,Job 0,1,4,1,7,0,2,8,6,1,2,1,4319,4352,5
Task 4319,Job 1,6,5,3,8,0,9,14,5,3,2,2,4319,4352,12
Task 4320,Job 0,3,4,1,12,1,4,15,11,1,1,2,4320,4354,15
Task 4320,Job 1,8,10,1,9,0,9,17,8,1,1,2,4320,4354,19
Task 4321,Job 0,1,8,3,6,0,4,7,3,3,2,0,4321,4355,4
Task 4321,Job 1,6,5,1,8,0,7,14,7,1,3,2,4321,4355,17
Task 4322,Job 0,8,6,4,7,0,12,15,3,4,1,1,4322,4355,13
Task 4322,Job 1,13,8,2,10,1,15,23,8,2,3,1,4322,4355,4
Task 4323,Job 0,9,9,1,11,1,10,20,10,1,4,2,4323,4356,14
Task 4323,Job 1,14,8,1,11,0,15,25,10,1,3,2,4323,4356,6
Task 4324,Job 0,5,4,2,10,0,7,15,8,2,3,1,4324,4358,11
Task 4324,Job 1,10,7,3,10,0,13,20,7,3,3,1,4324,4358,5
Task 4325,Job 0,9,8,1,12,0,10,21,11,1,1,2,4325,4359,5
Task 4325,Job 1,14,8,1,10,1,15,24,9,1,4,2,4325,4359,14
Task 4326,Job 0,1,5,2,8,0,3,9,6,2,3,2,4326,4359,10
Task 4326,Job 1,6,4,4,12,1,10,18,8,4,4,1,4326,4359,4
Task 4327,Job 0,9,8,2,9,0,11,18,7,2,1,1,4327,4360,11
Task 4327,Job 1,14,7,3,9,1,17,23,6,3,3,2,4327,4360,20
Task 4328,Job 0,7,4,3,9,1,10,16,6,3,4,0,4328,4361,13
Task 4328,Job 1,12,4,1,8,0,13,20,7,1,1,1,4328,4361,11
Task 4329,Job 0,1,9,3,7,0,4,8,4,3,1,0,4329,4363,5
Task 4329,Job 1,6,7,4,12,0,10,18,8,4,3,1,4329,4363,16
Task 4330,Job 0,5,6,2,10,0,7,15,8,2,4,0,4330,4363,11
Task 4330,Job 1,10,5,1,10,1,11,20,9,1,4,1,4330,4363,14
Task 4331,Job 0,9,4,4,12,0,13,21,8,4,3,0,4331,4364,8
Task 4331,Job 1,14,6,4,8,0,18,22,4,4,3,2,4331,4364,17
Task 4332,Job 0,9,7,3,10,1,12,19,7,3,4,0,4332,4366,7
Task 4332,Job 1,14,4,4,7,0,18,21,3,4,2,0,4332,4366,5
Task 4333,Job 0,10,7,1,9,1,11,19,8,1,3,0,4333,4366,12
Task 4333,Job 1,15,5,4,8,0,19,23,4,4,2,0,4333,4366,8
Task 4334,Job 0,3,10,4,10,0,7,13,6,4,1,2,4334,4367,6
Task 4334,Job 1,8,9,3,11,0,11,19,8,3,4,1,4334,4367,10
Task 4335,Job 0,1,5,2,8,0,3,9,6,2,1,1,4335,4369,5
Task 4335,Job 1,6,10,1,11,0,7,17,10,1,1,1,4335,4369,18
Task 4336,Job 0,10,10,2,7,1,12,17,5,2,4,0,4336,4369,16
Task 4336,Job 1,15,7,1,8,0,16,23,7,1,4,2,4336,4369,4
Task 4337,Job 0,1,8,4,11,0,5,12,7,4,3,2,4337,4370,2
Task 4337,Job 1,6,7,3,6,0,9,12,3,3,4,1,4337,4370,6
Task 4338,Job 0,8,5,1,10,0,9,18,9,1,2,2,4338,4371,13
Task 4338,Job 1,13,9,3,9,0,16,22,6,3,2,1,4338,4371,4
Task 4339,Job 0,10,7,3,9,0,13,19,6,3,1,0,4339,4373,2
Task 4339,Job 1,15,10,4,11,0,19,26,7,4,1,2,4339,4373,7
Task 4340,Job 0,8,8,1,11,1,9,19,10,1,3,2,4340,4374,14
Task 4340,Job 1,13,8,1,12,0,14,25,11,1,1,0,4340,4374,19
Task 4341,Job 0,10,7,4,6,0,14,16,2,4,3,2,4341,4374,7
Task 4341,Job 1,15,10,4,10,1,19,25,6,4,4,0,4341,4374,16
Task 4342,Job 0,2,5,4,6,1,6,8,2,4,2,1,4342,4376,18
Task 4342,Job 1,7,7,4,12,0,11,19,8,4,2,1,4342,4376,20
Task 4343,Job 0,9,7,4,8,0,13,17,4,4,3,1,4343,4376,2
Task 4343,Job 1,14,9,2,12,0,16,26,10,2,1,2,4343,4376,20
Task 4344,Job 0,6,7,1,12,0,7,18,11,1,3,0,4344,4378,14
Task 4344,Job 1,11,9,3,7,0,14,18,4,3,1,2,4344,4378,2
Task 4345,Job 0,6,10,3,8,1,9,14,5,3,2,1,4345,4379,17
Task 4345,Job 1,11,10,3,10,1,14,21,7,3,1,0,4345,4379,20
Task 4346,Job 0,10,9,3,9,0,13,19,6,3,3,0,4346,4379,12
Task 4346,Job 1,15,10,2,10,0,17,25,8,2,3,0,4346,4379,18
Task 4347,Job 0,8,10,2,12,0,10,20,10,2,2,1,4347,4380,13
Task 4347,Job 1,13,5,1,6,0,14,19,5,1,4,1,4347,4380,13
Task 4348,Job 0,6,4,2,9,0,8,15,7,2,3,1,4348,4381,9
Task 4348,Job 1,11,4,1,10,0,12,21,9,1,1,1,4348,4381,15
Task 4349,Job 0,4,10,4,11,0,8,15,7,4,3,0,4349,4383,5
Task 4349,Job 1,9,9,1,11,1,10,20,10,1,1,0,4349,4383,10
Task 4350,Job 0,4,7,4,11,0,8,15,7,4,2,1,4350,4383,8
Task 4350,Job 1,9,10,4,8,1,13,17,4,4,1,1,4350,4383,7
Task 4351,Job 0,10,9,4,6,1,14,16,2,4,2,2,4351,4385,20
Task 4351,Job 1,15,6,2,8,0,17,23,6,2,1,2,4351,4385,9
Task 4352,Job 0,7,6,3,11,0,10,18,8,3,1,1,4352,4385,12
Task 4352,Job 1,12,5,2,8,1,14,20,6,2,1,0,4352,4385,4
Task 4353,Job 0,3,10,2,11,0,5,14,9,2,3,0,4353,4387,4
Task 4353,Job 1,8,8,4,6,0,12,14,2,4,2,0,4353,4387,10
Task 4354,Job 0,4,8,2,6,1,6,10,4,2,1,0,4354,4388,13
Task 4354,Job 1,9,6,2,7,1,11,16,5,2,3,0,4354,4388,11
Task 4355,Job 0,2,7,4,6,0,6,8,2,4,3,2,4355,4389,16
Task 4355,Job 1,7,7,2,7,0,9,14,5,2,2,1,4355,4389,6
Task 4356,Job 0,1,8,1,12,0,2,13,11,1,2,1,4356,4390,2
Task 4356,Job 1,6,10,4,10,0,10,16,6,4,1,0,4356,4390,10
Task 4357,Job 0,5,6,2,8,0,7,13,6,2,4,1,4357,4390,18
Task 4357,Job 1,10,4,3,11,1,13,21,8,3,2,2,4357,4390,10
Task 4358,Job 0,3,9,2,10,0,5,13,8,2,3,2,4358,4391,13
Task 4358,Job 1,8,5,4,11,1,12,19,7,4,1,1,4358,4391,13
Task 4359,Job 0,9,5,3,6,0,12,15,3,3,1,0,4359,4393,17
Task 4359,Job 1,14,6,4,8,0,18,22,4,4,2,1,4359,4393,9
Task 4360,Job 0,5,8,3,8,0,8,13,5,3,2,2,4360,4393,17
Task 4360,Job 1,10,10,4,10,0,14,20,6,4,1,1,4360,4393,19
Task 4361,Job 0,1,8,2,10,0,3,11,8,2,1,1,4361,4395,2
Task 4361,Job 1,6,10,3,10,0,9,16,7,3,3,2,4361,4395,5
Task 4362,Job 0,8,5,2,7,1,10,15,5,2,2,2,4362,4396,3
Task 4362,Job 1,13,8,4,10,0,17,23,6,4,3,1,4362,4396,14
Task 4363,Job 0,3,8,3,11,0,6,14,8,3,1,0,4363,4397,7
Task 4363,Job 1,8,6,3,6,1,11,14,3,3,3,1,4363,4397,19
Task 4364,Job 0,5,5,3,11,0,8,16,8,3,3,1,4364,4397,6
Task 4364,Job 1,10,9,2,12,0,12,22,10,2,3,1,4364,4397,13
Task 4365,Job 0,2,9,2,11,0,4,13,9,2,3,1,4365,4398,12
Task 4365,Job 1,7,8,3,8,0,10,15,5,3,3,0,4365,4398,18
Task 4366,Job 0,2,4,2,8,1,4,10,6,2,4,2,4366,4399,11
Task 4366,Job 1,7,8,4,12,0,11,19,8,4,2,2,4366,4399,5
Task 4367,Job 0,5,7,2,9,0,7,14,7,2,1,2,4367,4400,4
Task 4367,Job 1,10,5,2,10,0,12,20,8,2,1,2,4367,4400,7
Task 4368,Job 0,1,9,4,11,0,5,12,7,4,4,0,4368,4402,19
Task 4368,Job 1,6,10,2,8,0,8,14,6,2,2,0,4368,4402,11
Task 4369,Job 0,9,6,4,7,0,13,16,3,4,4,2,4369,4402,19
Task 4369,Job 1,14,9,2,7,0,16,21,5,2,3,2,4369,4402,20
Task 4370,Job 0,3,6,3,9,0,6,12,6,3,4,0,4370,4403,17
Task 4370,Job 1,8,4,4,9,0,12,17,5,4,3,0,4370,4403,12
Task 4371,Job 0,10,6,4,12,0,14,22,8,4,1,1,4371,4404,4
Task 4371,Job 1,15,10,1,8,0,16,23,7,1,1,1,4371,4404,5
Task 4372,Job 0,6,5,2,8,0,8,14,6,2,1,2,4372,4406,5
Task 4372,Job 1,11,6,1,12,0,12,23,11,1,4,1,4372,4406,18
Task 4373,Job 0,5,6,4,7,0,9,12,3,4,4,1,4373,4407,11
Task 4373,Job 1,10,5,4,10,0,14,20,6,4,4,1,4373,4407,4
Task 4374,Job 0,6,10,2,11,0,8,17,9,2,3,2,4374,4408,8
Task 4374,Job 1,11,6,1,9,0,12,20,8,1,3,2,4374,4408,10
Task 4375,Job 0,4,10,4,12,0,8,16,8,4,4,1,4375,4409,16
Task 4375,Job 1,9,9,4,11,1,13,20,7,4,3,0,4375,4409,16
Task 4376,Job 0,8,8,2,11,0,10,19,9,2,3,2,4376,4409,7
Task 4376,Job 1,13,6,2,12,0,15,25,10,2,4,1,4376,4409,17
Task 4377,Job 0,3,6,4,11,0,7,14,7,4,1,1,4377,4410,6
Task 4377,Job 1,8,4,1,10,0,9,18,9,1,1,2,4377,4410,16
Task 4378,Job 0,8,4,3,10,0,11,18,7,3,3,0,4378,4411,19
Task 4378,Job 1,13,5,2,6,0,15,19,4,2,1,1,4378,4411,6
Task 4379,Job 0,4,6,3,7,0,7,11,4,3,1,2,4379,4413,15
Task 4379,Job 1,9,8,3,11,0,12,20,8,3,4,0,4379,4413,8
Task 4380,Job 0,8,9,3,6,0,11,14,3,3,3,0,4380,4413,15
Task 4380,Job 1,13,7,4,10,0,17,23,6,4,4,0,4380,4413,15
Task 4381,Job 0,8,4,4,7,0,12,15,3,4,4,0,4381,4415,9
Task 4381,Job 1,13,8,2,9,0,15,22,7,2,3,1,4381,4415,3
Task 4382,Job 0,1,5,4,7,1,5,8,3,4,4,2,4382,4415,14
Task 4382,Job 1,6,9,1,9,0,7,15,8,1,1,2,4382,4415,5
Task 4383,Job 0,9,5,4,12,0,13,21,8,4,2,1,4383,4416,9
Task 4383,Job 1,14,5,3,9,0,17,23,6,3,4,2,4383,4416,3
Task 4384,Job 0,4,5,2,10,0,6,14,8,2,1,1,4384,4418,11
Task 4384,Job 1,9,7,3,11,1,12,20,8,3,1,2,4384,4418,20
Task 4385,Job 0,1,9,2,9,0,3,10,7,2,3,2,4385,4418,15
Task 4385,Job 1,6,9,4,7,0,10,13,3,4,4,1,4385,4418,20
Task 4386,Job 0,2,4,4,9,1,6,11,5,4,3,0,4386,4420,7
Task 4386,Job 1,7,9,1,8,1,8,15,7,1,3,1,4386,4420,12
Task 4387,Job 0,3,9,1,7,0,4,10,6,1,4,2,4387,4420,4
Task 4387,Job 1,8,4,3,8,1,11,16,5,3,1,0,4387,4420,15
Task 4388,Job 0,5,9,3,9,0,8,14,6,3,2,0,4388,4422,15
Task 4388,Job 1,10,9,4,8,0,14,18,4,4,3,1,4388,4422,8
Task 4389,Job 0,6,4,4,12,0,10,18,8,4,3,2,4389,4423,18
Task 4389,Job 1,11,8,4,9,0,15,20,5,4,3,2,4389,4423,7
Task 4390,Job 0,7,8,1,8,0,8,15,7,1,4,0,4390,4423,16
Task 4390,Job 1,12,7,2,6,0,14,18,4,2,4,0,4390,4423,6
Task 4391,Job 0,2,9,3,10,0,5,12,7,3,3,1,4391,4424,6
Task 4391,Job 1,7,6,4,7,1,11,14,3,4,3,2,4391,4424,10
Task 4392,Job 0,1,5,1,7,0,2,8,6,1,1,1,4392,4425,16
Task 4392,Job 1,6,7,4,6,0,10,12,2,4,3,1,4392,4425,13
Task 4393,Job 0,6,8,2,9,0,8,15,7,2,3,0,4393,4426,20
Task 4393,Job 1,11,8,2,12,0,13,23,10,2,1,2,4393,4426,6
Task 4394,Job 0,6,9,1,10,0,7,16,9,1,4,1,4394,4427,15
Task 4394,Job 1,11,6,1,8,0,12,19,7,1,4,0,4394,4427,18
Task 4395,Job 0,2,5,2,10,0,4,12,8,2,1,1,4395,4428,15
Task 4395,Job 1,7,5,4,9,1,11,16,5,4,4,2,4395,4428,2
Task 4396,Job 0,9,9,4,12,0,13,21,8,4,4,1,4396,4429,17
Task 4396,Job 1,14,5,3,11,1,17,25,8,3,3,0,4396,4429,8
Task 4397,Job 0,8,5,2,7,0,10,15,5,2,3,2,4397,4430,20
Task 4397,Job 1,13,8,2,6,0,15,19,4,2,1,0,4397,4430,13
Task 4398,Job 0,2,7,4,11,1,6,13,7,4,4,2,4398,4432,18
Task 4398,Job 1,7,8,4,10,0,11,17,6,4,4,1,4398,4432,14
Task 4399,Job 0,9,8,3,7,0,12,16,4,3,4,1,4399,4433,7
Task 4399,Job 1,14,9,1,11,0,15,25,10,1,2,2,4399,4433,2
Task 4400,Job 0,5,8,4,8,0,9,13,4,4,4,1,4400,4434,6
Task 4400,Job 1,10,7,1,11,0,11,21,10,1,3,2,4400,4434,14
Task 4401,Job 0,5,4,3,6,0,8,11,3,3,2,2,4401,4435,4
Task 4401,Job 1,10,8,3,9,1,13,19,6,3,4,0,4401,4435,12
Task 4402,Job 0,9,6,4,9,1,13,18,5,4,3,0,4402,4435,9
Task 4402,Job 1,14,8,4,7,0,18,21,3,4,4,0,4402,4435,20
Task 4403,Job 0,2,6,3,9,1,5,11,6,3,1,1,4403,4436,13
Task 4403,Job 1,7,5,1,8,0,8,15,7,1,2,1,4403,4436,11
Task 4404,Job 0,6,4,2,12,0,8,18,10,2,4,2,4404,4437,16
Task 4404,Job 1,11,4,3,6,1,14,17,3,3,3,2,4404,4437,3
Task 4405,Job 0,2,9,1,11,0,3,13,10,1,2,2,4405,4438,7
Task 4405,Job 1,7,7,1,10,1,8,17,9,1,1,2,4405,4438,18
Task 4406,Job 0,7,4,3,8,0,10,15,5,3,3,1,4406,4439,15
Task 4406,Job 1,12,4,1,8,0,13,20,7,1,3,1,4406,4439,15
Task 4407,Job 0,1,9,1,12,1,2,13,11,1,4,2,4407,4440,13
Task 4407,Job 1,6,5,4,12,1,10,18,8,4,4,0,4407,4440,15
Task 4408,Job 0,6,10,3,10,0,9,16,7,3,1,0,4408,4441,6
Task 4408,Job 1,11,9,1,9,0,12,20,8,1,2,1,4408,4441,4
Task 4409,Job 0,4,9,2,7,0,6,11,5,2,2,0,4409,4443,7
Task 4409,Job 1,9,8,3,9,0,12,18,6,3,2,1,4409,4443,5
Task 4410,Job 0,2,10,2,10,0,4,12,8,2,2,0,4410,4444,19
Task 4410,Job 1,7,5,4,6,0,11,13,2,4,2,0,4410,4444,17
Task 4411,Job 0,5,5,3,8,0,8,13,5,3,4,1,4411,4444,11
Task 4411,Job 1,10,8,1,7,0,11,17,6,1,2,2,4411,4444,16
Task 4412,Job 0,8,7,1,7,0,9,15,6,1,1,2,4412,4445,11
Task 4412,Job 1,13,8,4,12,0,17,25,8,4,1,2,4412,4445,2
Task 4413,Job 0,1,9,4,6,0,5,7,2,4,4,0,4413,4446,8
Task 4413,Job 1,6,6,2,6,1,8,12,4,2,3,0,4413,4446,4
Task 4414,Job 0,6,8,4,10,0,10,16,6,4,2,1,4414,4447,3
Task 4414,Job 1,11,6,2,6,0,13,17,4,2,3,0,4414,4447,20
Task 4415,Job 0,8,9,4,12,1,12,20,8,4,2,1,4415,4449,2
Task 4415,Job 1,13,6,2,10,0,15,23,8,2,2,2,4415,4449,6
Task 4416,Job 0,3,8,1,7,0,4,10,6,1,1,1,4416,4449,14
Task 4416,Job 1,8,10,1,6,0,9,14,5,1,3,0,4416,4449,14
Task 4417,Job 0,3,8,1,12,0,4,15,11,1,2,2,4417,4450,5
Task 4417,Job 1,8,10,2,8,1,10,16,6,2,2,1,4417,4450,13
Task 4418,Job 0,1,9,2,6,1,3,7,4,2,2,2,4418,4452,14
Task 4418,Job 1,6,8,1,10,0,7,16,9,1,4,2,4418,4452,17
Task 4419,Job 0,2,6,4,9,0,6,11,5,4,4,1,4419,4453,18
Task 4419,Job 1,7,7,1,10,0,8,17,9,1,4,2,4419,4453,20
Task 4420,Job 0,2,6,3,8,0,5,10,5,3,1,1,4420,4453,11
Task 4420,Job 1,7,5,1,8,0,8,15,7,1,1,0,4420,4453,2
Task 4421,Job 0,2,6,4,6,0,6,8,2,4,2,1,4421,4454,8
Task 4421,Job 1,7,4,1,7,0,8,14,6,1,2,0,4421,4454,13
Task 4422,Job 0,3,9,1,8,0,4,11,7,1,3,0,4422,4456,20
Task 4422,Job 1,8,5,2,10,0,10,18,8,2,3,0,4422,4456,16
Task 4423,Job 0,3,5,4,9,0,7,12,5,4,4,1,4423,4456,14
Task 4423,Job 1,8,9,2,8,0,10,16,6,2,3,2,4423,4456,16
Task 4424,Job 0,10,9,1,6,0,11,16,5,1,4,2,4424,4458,10
Task 4424,Job 1,15,8,2,8,0,17,23,6,2,1,0,4424,4458,8
Task 4425,Job 0,9,9,2,10,0,11,19,8,2,2,2,4425,4459,5
Task 4425,Job 1,14,5,3,12,0,17,26,9,3,4,0,4425,4459,11
Task 4426,Job 0,3,6,2,9,0,5,12,7,2,1,1,4426,4460,4
Task 4426,Job 1,8,5,2,8,1,10,16,6,2,2,0,4426,4460,5
Task 4427,Job 0,5,7,2,9,0,7,14,7,2,4,0,4427,4461,17
Task 4427,Job 1,10,10,1,7,1,11,17,6,1,4,2,4427,4461,15
Task 4428,Job 0,5,5,1,10,0,6,15,9,1,3,1,4428,4462,17
Task 4428,Job 1,10,10,1,8,0,11,18,7,1,4,2,4428,4462,14
Task 4429,Job 0,8,9,2,7,1,10,15,5,2,4,1,4429,4463,6
Task 4429,Job 1,13,8,2,6,0,15,19,4,2,2,0,4429,4463,5
Task 4430,Job 0,10,6,3,11,0,13,21,8,3,4,1,4430,4464,13
Task 4430,Job 1,15,4,1,9,0,16,24,8,1,3,1,4430,4464,19
Task 4431,Job 0,2,6,4,9,0,6,11,5,4,2,0,4431,4465,11
Task 4431,Job 1,7,9,1,9,0,8,16,8,1,3,2,4431,4465,4
Task 4432,Job 0,1,6,1,7,0,2,8,6,1,4,0,4432,4465,2
Task 4432,Job 1,6,9,2,12,1,8,18,10,2,1,2,4432,4465,14
Task 4433,Job 0,8,8,4,6,0,12,14,2,4,2,2,4433,4467,3
Task 4433,Job 1,13,6,3,10,0,16,23,7,3,3,2,4433,4467,7
Task 4434,Job 0,5,8,1,9,0,6,14,8,1,2,1,4434,4468,18
Task 4434,Job 1,10,7,3,7,0,13,17,4,3,2,1,4434,4468,7
Task 4435,Job 0,6,6,2,6,0,8,12,4,2,4,0,4435,4469,13
Task 4435,Job 1,11,9,3,12,0,14,23,9,3,1,0,4435,4469,8
Task 4436,Job 0,4,4,4,9,0,8,13,5,4,1,2,4436,4469,8
Task 4436,Job 1,9,6,4,7,0,13,16,3,4,3,1,4436,4469,6
Task 4437,Job 0,10,7,1,12,1,11,22,11,1,4,1,4437,4470,19
Task 4437,Job 1,15,7,3,6,1,18,21,3,3,2,0,4437,4470,18
Task 4438,Job 0,4,8,3,12,0,7,16,9,3,4,0,4438,4471,19
Task 4438,Job 1,9,5,1,8,0,10,17,7,1,4,1,4438,4471,11
Task 4439,Job 0,3,7,2,10,0,5,13,8,2,4,0,4439,4472,3
Task 4439,Job 1,8,8,4,10,1,12,18,6,4,2,0,4439,4472,13
Task 4440,Job 0,2,7,4,10,0,6,12,6,4,2,2,4440,4474,3
Task 4440,Job 1,7,6,2,6,0,9,13,4,2,3,1,4440,4474,13
Task 4441,Job 0,6,4,3,8,0,9,14,5,3,3,1,4441,4474,18
Task 4441,Job 1,11,4,3,7,0,14,18,4,3,4,1,4441,4474,6
Task 4442,Job 0,7,8,2,12,1,9,19,10,2,2,1,4442,4476,7
Task 4442,Job 1,12,6,2,8,0,14,20,6,2,1,2,4442,4476,11
Task 4443,Job 0,8,5,3,10,0,11,18,7,3,4,2,4443,4476,11
Task 4443,Job 1,13,9,1,6,1,14,19,5,1,2,2,4443,4476,5
Task 4444,Job 0,1,4,1,12,0,2,13,11,1,4,2,4444,4477,10
Task 4444,Job 1,6,4,1,6,0,7,12,5,1,4,1,4444,4477,15
Task 4445,Job 0,10,9,2,12,0,12,22,10,2,4,1,4445,4478,15
Task 4445,Job 1,15,7,4,8,0,19,23,4,4,1,1,4445,4478,2
Task 4446,Job 0,7,4,1,11,0,8,18,10,1,3,0,4446,4479,18
Task 4446,Job 1,12,10,1,11,1,13,23,10,1,1,0,4446,4479,19
Task 4447,Job 0,4,4,1,11,0,5,15,10,1,3,0,4447,4481,19
Task 4447,Job 1,9,8,1,10,1,10,19,9,1,2,0,4447,4481,18
Task 4448,Job 0,1,7,4,7,0,5,8,3,4,2,1,4448,4482,7
Task 4448,Job 1,6,9,3,12,0,9,18,9,3,3,1,4448,4482,18
Task 4449,Job 0,6,9,2,12,1,8,18,10,2,1,1,4449,4483,7
Task 4449,Job 1,11,6,2,7,0,13,18,5,2,4,0,4449,4483,14
Task 4450,Job 0,3,5,2,9,0,5,12,7,2,1,2,4450,4484,5
Task 4450,Job 1,8,4,3,9,0,11,17,6,3,4,0,4450,4484,8
Task 4451,Job 0,4,8,4,8,0,8,12,4,4,4,2,4451,4484,13
Task 4451,Job 1,9,9,1,9,0,10,18,8,1,3,1,4451,4484,19
Task 4452,Job 0,2,10,3,6,0,5,8,3,3,2,1,4452,4485,9
Task 4452,Job 1,7,8,2,11,0,9,18,9,2,4,2,4452,4485,8
Task 4453,Job 0,1,4,2,7,1,3,8,5,2,1,0,4453,4486,20
Task 4453,Job 1,6,10,3,6,1,9,12,3,3,2,2,4453,4486,12
Task 4454,Job 0,3,6,3,6,0,6,9,3,3,3,0,4454,4487,11
Task 4454,Job 1,8,7,3,6,0,11,14,3,3,3,1,4454,4487,19
Task 4455,Job 0,2,5,1,9,1,3,11,8,1,3,1,4455,4489,19
Task 4455,Job 1,7,7,3,12,0,10,19,9,3,1,1,4455,4489,15
Task 4456,Job 0,8,9,4,10,0,12,18,6,4,2,2,4456,4490,12
Task 4456,Job 1,13,6,2,7,0,15,20,5,2,2,0,4456,4490,4
Task 4457,Job 0,6,9,3,6,1,9,12,3,3,2,2,4457,4490,11
Task 4457,Job 1,11,9,2,9,0,13,20,7,2,1,2,4457,4490,2
Task 4458,Job 0,10,5,4,6,0,14,16,2,4,3,2,4458,4492,2
Task 4458,Job 1,15,5,3,7,1,18,22,4,3,4,1,4458,4492,13
Task 4459,Job 0,2,9,2,10,0,4,12,8,2,1,2,4459,4493,3
Task 4459,Job 1,7,5,4,8,0,11,15,4,4,2,2,4459,4493,20
Task 4460,Job 0,1,9,3,10,0,4,11,7,3,2,1,4460,4494,6
Task 4460,Job 1,6,8,4,9,0,10,15,5,4,4,2,4460,4494,3
Task 4461,Job 0,6,9,1,9,0,7,15,8,1,1,2,4461,4495,10
Task 4461,Job 1,11,5,4,8,0,15,19,4,4,2,0,4461,4495,4
Task 4462,Job 0,2,6,2,9,1,4,11,7,2,4,0,4462,4496,11
Task 4462,Job 1,7,5,4,10,0,11,17,6,4,4,2,4462,4496,13
Task 4463,Job 0,9,6,2,9,1,11,18,7,2,4,2,4463,4497,11
