Task ID,Temperature,Humidity
Task 2936,15.653,76.723
Task 2937,15.392,58.647
Task 2938,14.91,72.357
Task 2939,10.166,64.178
Task 2940,18.489,62.689
Task 2941,13.257,81.58
Task 2942,9.195,69.466
Task 2943,12.99,66.027
Task 2944,14.538,69.478
Task 2945,7.859,59.087
Task 2946,9.096,77.028
Task 2947,14.642,72.613
Task 2948,17.026,66.114
Task 2949,12.179,77.203
Task 2950,18.461,58.214
Task 2951,7.092,64.972
Task 2952,13.754,65.751
Task 2953,9.005,69.933
Task 2954,15.569,59.326
Task 2955,17.615,77.83
Task 2956,17.788,74.768
Task 2957,10.51,66.268
Task 2958,13.312,79.287
Task 2959,15.914,71.094
Task 2960,17.628,73.351
Task 2961,16.091,69.958
Task 2962,16.235,58.069
Task 2963,8.488,58.43
Task 2964,15.779,62.407
Task 2965,12.92,62.844
Task 2966,13.895,78.568
Task 2967,17.837,78.919
Task 2968,12.536,74.203
Task 2969,17.889,68.857
Task 2970,10.689,60.878
Task 2971,15.599,64.966
Task 2972,18.69,79.208
Task 2973,15.732,63.52
Task 2974,16.391,80.187
Task 2975,10.574,79.655
Task 2976,13.77,63.893
Task 2977,18.546,71.384
Task 2978,8.553,77.646
Task 2979,11.073,64.558
Task 2980,13.833,78.602
Task 2981,18.851,79.467
Task 2982,17.167,77.282
Task 2983,11.882,75.615
Task 2984,16.611,61.056
Task 2985,7.783,67.478
Task 2986,17.931,62.635
Task 2987,7.374,72.602
Task 2988,13.716,67.367
Task 2989,7.106,77.559
Task 2990,8.459,71.07
Task 2991,15.474,64.347
Task 2992,13.265,72.167
Task 2993,12.188,81.893
Task 2994,10.637,61.573
Task 2995,18.624,65.041
Task 2996,9.719,63.436
Task 2997,9.534,79.722
Task 2998,7.859,58.912
Task 2999,17.374,58.514
Task 3000,13.019,60.322
Task 3001,7.515,59.66
Task 3002,9.016,81.951
Task 3003,16.266,63.093
Task 3004,10.845,58.36
Task 3005,9.135,59.836
Task 3006,12.384,71.98
Task 3007,7.139,61.574
Task 3008,12.983,69.141
Task 3009,13.083,64.005
Task 3010,15.4,78.118
Task 3011,16.959,63.966
Task 3012,15.791,58.038
Task 3013,11.304,68.912
Task 3014,14.239,78.132
Task 3015,7.912,68.406
Task 3016,14.592,68.684
Task 3017,12.387,64.832
Task 3018,17.506,70.405
Task 3019,16.63,61.512
Task 3020,7.25,60.671
Task 3021,8.231,77.41
Task 3022,13.682,66.861
Task 3023,14.885,66.747
Task 3024,8.699,61.961
Task 3025,15.784,62.755
Task 3026,14.233,60.983
Task 3027,8.767,74.706
Task 3028,7.958,72.345
Task 3029,18.058,74.461
Task 3030,13.464,75.931
Task 3031,18.594,76.669
Task 3032,8.792,70.085
Task 3033,9.168,78.887
Task 3034,18.137,63.256
Task 3035,17.035,63.462
Task 3036,11.775,69.697
Task 3037,17.039,59.579
Task 3038,11.098,58.867
Task 3039,9.67,62.64
Task 3040,14.121,62.815
Task 3041,16.058,73.739
Task 3042,12.871,60.019
Task 3043,14.327,76.521
Task 3044,14.658,72.007
Task 3045,17.488,76.144
Task 3046,11.392,62.86
Task 3047,18.183,73.439
Task 3048,16.676,70.799
Task 3049,8.156,66.798
Task 3050,17.534,59.48
Task 3051,14.898,73.679
Task 3052,8.697,61.24
Task 3053,10.231,61.765
Task 3054,8.991,73.314
Task 3055,12.836,64.857
Task 3056,9.551,80.815
Task 3057,10.829,62.072
Task 3058,17.811,70.365
Task 3059,12.868,61.483
Task 3060,10.013,66.67
Task 3061,8.984,74.292
Task 3062,14.416,75.394
Task 3063,15.812,64.776
Task 3064,8.895,71.09
Task 3065,9.4,65.207
Task 3066,14.798,75.121
Task 3067,18.536,66.157
Task 3068,8.739,67.446
Task 3069,18.66,78.776
Task 3070,7.397,73.211
Task 3071,11.111,67.71
Task 3072,12.205,75.309
Task 3073,17.832,77.464
Task 3074,10.017,68.354
Task 3075,14.103,68.374
Task 3076,9.852,76.154
Task 3077,7.26,81.016
Task 3078,14.073,77.016
Task 3079,12.679,71.598
Task 3080,12.938,69.404
Task 3081,18.093,61.213
Task 3082,16.084,68.823
Task 3083,10.646,74.589
Task 3084,8.361,72.036
Task 3085,13.662,81.358
Task 3086,12.489,67.435
Task 3087,15.224,73.341
Task 3088,11.163,69.664
Task 3089,18.97,65.004
Task 3090,13.222,68.608
Task 3091,15.62,64.843
Task 3092,16.127,66.126
Task 3093,13.588,77.341
Task 3094,7.91,77.797
Task 3095,18.413,75.946
Task 3096,12.945,79.564
Task 3097,15.211,61.806
Task 3098,8.931,80.336
Task 3099,17.6,71.611
Task 3100,12.659,81.105
Task 3101,12.73,81.308
Task 3102,18.088,76.075
Task 3103,14.264,78.629
Task 3104,11.962,68.567
Task 3105,8.608,59.311
Task 3106,10.789,76.723
Task 3107,7.814,68.95
Task 3108,15.517,73.407
Task 3109,16.469,80.299
Task 3110,13.826,67.717
Task 3111,14.549,65.14
Task 3112,15.303,72.074
Task 3113,7.201,79.753
Task 3114,15.335,78.46
Task 3115,16.183,81.383
Task 3116,16.24,78.087
Task 3117,9.877,68.555
Task 3118,18.551,60.244
Task 3119,11.794,70.866
Task 3120,12.153,63.133
Task 3121,15.727,77.819
Task 3122,14.592,58.962
Task 3123,11.296,77.016
Task 3124,8.057,59.278
Task 3125,10.428,66.819
Task 3126,16.371,72.258
Task 3127,18.681,62.343
Task 3128,17.462,63.355
Task 3129,17.518,79.951
Task 3130,17.169,62.043
Task 3131,15.393,66.521
Task 3132,14.031,67.061
Task 3133,9.418,70.094
Task 3134,17.587,67.977
Task 3135,15.699,70.636
Task 3136,16.144,73.401
Task 3137,10.633,59.665
Task 3138,7.373,70.495
Task 3139,7.789,71.106
Task 3140,12.964,59.914
Task 3141,17.954,62.933
Task 3142,8.466,72.484
Task 3143,18.848,67.036
Task 3144,10.969,80.408
Task 3145,13.968,59.763
Task 3146,8.32,72.531
Task 3147,11.244,60.49
Task 3148,18.901,67.298
Task 3149,11.546,81.702
Task 3150,15.462,69.327
Task 3151,18.262,70.042
Task 3152,7.599,59.938
Task 3153,15.979,78.185
Task 3154,18.719,72.057
Task 3155,13.413,79.327
Task 3156,9.927,67.191
Task 3157,14.171,75.232
Task 3158,16.019,66.807
Task 3159,11.061,80.092
Task 3160,14.076,60.134
Task 3161,14.902,78.502
Task 3162,12.415,62.303
Task 3163,17.815,78.151
Task 3164,16.028,79.055
Task 3165,16.004,58.699
Task 3166,11.903,74.929
Task 3167,8.227,76.25
Task 3168,9.599,76.089
Task 3169,15.491,60.159
Task 3170,7.837,61.318
Task 3171,13.689,80.469
Task 3172,14.17,67.928
Task 3173,15.369,59.199
Task 3174,14.171,75.196
Task 3175,18.225,67.786
Task 3176,9.652,70.417
Task 3177,12.612,70.388
Task 3178,13.436,67.618
Task 3179,18.271,73.564
Task 3180,10.635,80.69
Task 3181,8.03,63.832
Task 3182,13.847,59.785
Task 3183,11.91,61.44
Task 3184,16.963,64.09
Task 3185,7.577,74.649
Task 3186,15.753,80.196
Task 3187,16.716,67.254
Task 3188,8.716,65.994
Task 3189,13.223,67.727
Task 3190,18.057,79.014
Task 3191,11.565,60.275
Task 3192,14.014,80.739
Task 3193,15.113,62.845
Task 3194,12.7,66.544
Task 3195,12.846,74.163
Task 3196,7.128,67.937
Task 3197,8.085,69.765
Task 3198,12.195,66.887
Task 3199,16.056,77.458
Task 3200,10.025,58.763
Task 3201,13.489,72.875
Task 3202,16.763,77.851
Task 3203,15.771,79.194
Task 3204,17.175,74.645
Task 3205,13.813,78.914
Task 3206,15.402,69.077
Task 3207,8.097,69.476
Task 3208,17.297,61.982
Task 3209,7.958,61.598
Task 3210,16.943,58.347
Task 3211,13.969,79.699
Task 3212,8.098,79.77
Task 3213,17.344,67.054
Task 3214,16.423,81.066
Task 3215,7.023,78.554
Task 3216,15.713,71.216
Task 3217,10.784,73.727
Task 3218,16.551,70.117
Task 3219,15.912,60.742
Task 3220,18.776,76.347
Task 3221,17.515,80.716
Task 3222,11.634,71.733
Task 3223,12.203,72.37
Task 3224,9.691,69.028
Task 3225,12.245,66.403
Task 3226,18.677,68.752
Task 3227,9.883,78.16
Task 3228,16.809,77.795
Task 3229,15.982,66.387
Task 3230,17.175,62.449
Task 3231,8.017,79.733
Task 3232,16.343,60.106
Task 3233,9.445,70.559
Task 3234,7.117,66.912
Task 3235,17.157,80.169
Task 3236,14.438,63.538
Task 3237,17.216,61.09
Task 3238,8.93,59.676
Task 3239,11.19,73.128
Task 3240,12.089,75.304
Task 3241,14.023,61.785
Task 3242,7.753,75.262
Task 3243,7.516,68.476
Task 3244,17.445,67.101
Task 3245,16.567,81.319
Task 3246,8.334,63.141
Task 3247,14.432,69.541
Task 3248,12.632,64.395
Task 3249,13.278,59.214
Task 3250,8.445,64.849
Task 3251,10.096,68.077
Task 3252,10.321,66.801
Task 3253,16.885,78.022
Task 3254,17.728,78.051
Task 3255,14.61,65.16
Task 3256,15.611,65.49
Task 3257,12.269,80.47
Task 3258,17.32,58.478
Task 3259,12.622,71.801
Task 3260,15.939,73.959
Task 3261,18.149,62.785
Task 3262,12.509,62.989
Task 3263,15.781,70.668
Task 3264,14.051,80.544
Task 3265,16.249,68.042
Task 3266,7.787,74.852
Task 3267,7.751,61.631
Task 3268,9.311,68.256
Task 3269,13.635,77.206
Task 3270,8.723,59.837
Task 3271,7.347,69.334
Task 3272,8.22,66.437
Task 3273,8.393,75.871
Task 3274,13.566,68.689
Task 3275,16.332,68.058
Task 3276,7.154,67.063
Task 3277,12.591,78.035
Task 3278,9.639,81.75
Task 3279,8.746,67.217
Task 3280,13.922,77.963
Task 3281,11.42,68.487
Task 3282,12.989,58.765
Task 3283,15.852,69.192
Task 3284,14.751,58.21
Task 3285,10.916,62.688
Task 3286,18.173,61.971
Task 3287,7.909,69.812
Task 3288,7.145,74.22
Task 3289,16.382,80.837
Task 3290,10.18,60.817
Task 3291,10.798,74.033
Task 3292,18.437,72.377
Task 3293,12.187,71.921
Task 3294,8.104,65.936
Task 3295,12.288,59.8
Task 3296,14.862,61.863
Task 3297,14.748,75.334
Task 3298,15.155,72.573
Task 3299,10.062,68.61
Task 3300,17.995,61.885
Task 3301,11.424,59.248
Task 3302,11.997,77.001
Task 3303,16.839,70.444
Task 3304,13.396,62.069
Task 3305,12.021,60.838
Task 3306,10.337,65.648
Task 3307,12.786,62.661
Task 3308,18.015,77.612
Task 3309,12.138,78.779
Task 3310,10.119,76.528
Task 3311,8.99,81.55
Task 3312,12.843,62.593
Task 3313,9.511,67.632
Task 3314,7.769,75.736
Task 3315,14.252,76.297
Task 3316,13.407,69.203
Task 3317,7.754,58.929
Task 3318,9.857,63.602
Task 3319,9.564,59.155
Task 3320,12.57,79.729
Task 3321,17.506,67.165
Task 3322,12.812,74.435
Task 3323,7.9,68.066
Task 3324,17.709,75.193
Task 3325,15.297,74.16
Task 3326,15.101,63.735
Task 3327,9.031,77.051
Task 3328,11.621,59.193
Task 3329,15.049,59.014
Task 3330,9.463,75.605
Task 3331,8.331,60.851
Task 3332,9.214,70.93
Task 3333,16.077,80.109
Task 3334,7.209,60.052
Task 3335,12.963,79.201
Task 3336,11.589,78.41
Task 3337,17.62,68.469
Task 3338,16.478,70.191
Task 3339,7.752,81.692
Task 3340,8.484,72.941
Task 3341,14.465,60.539
Task 3342,7.753,61.574
Task 3343,12.161,72.825
Task 3344,10.143,68.372
Task 3345,9.027,79.793
Task 3346,14.979,73.059
Task 3347,11.306,66.51
Task 3348,15.694,60.39
Task 3349,16.012,75.264
Task 3350,13.219,66.816
Task 3351,9.113,80.233
Task 3352,10.321,72.276
Task 3353,8.109,61.629
Task 3354,16.038,72.051
Task 3355,12.539,62.263
Task 3356,9.589,73.205
Task 3357,10.873,69.362
Task 3358,8.624,77.508
Task 3359,8.785,67.074
Task 3360,16.665,67.767
Task 3361,7.916,74.937
Task 3362,7.429,61.417
Task 3363,10.895,67.499
Task 3364,10.255,78.136
Task 3365,13.146,74.204
Task 3366,14.392,70.79
Task 3367,11.29,78.634
Task 3368,10.973,76.325
Task 3369,18.481,58.863
Task 3370,10.244,71.717
Task 3371,16.293,81.093
Task 3372,17.745,70.844
Task 3373,11.171,70.074
Task 3374,7.911,74.626
Task 3375,10.774,63.011
Task 3376,11.373,62.327
Task 3377,8.399,68.917
Task 3378,17.718,71.375
Task 3379,14.049,58.398
Task 3380,17.257,60.674
Task 3381,7.617,81.495
Task 3382,14.057,64.774
Task 3383,18.965,68.704
Task 3384,16.968,74.305
Task 3385,9.937,73.033
Task 3386,13.205,79.261
Task 3387,8.428,71.211
Task 3388,17.481,79.102
Task 3389,14.55,77.689
Task 3390,7.549,69.946
Task 3391,14.918,68.018
Task 3392,12.344,73.216
Task 3393,12.027,66.435
Task 3394,17.553,71.791
Task 3395,11.1,80.803
Task 3396,7.518,76.661
Task 3397,13.363,60.043
Task 3398,12.94,63.743
Task 3399,17.191,75.789
Task 3400,18.744,66.166
Task 3401,10.561,63.581
Task 3402,18.404,79.404
Task 3403,12.966,68.197
Task 3404,9.302,75.89
Task 3405,7.343,58.113
Task 3406,17.026,72.448
Task 3407,8.594,73.092
Task 3408,12.506,69.305
Task 3409,9.01,73.744
Task 3410,7.803,79.725
Task 3411,11.242,78.535
Task 3412,13.739,62.727
Task 3413,8.297,68.328
Task 3414,14.232,68.07
Task 3415,8.964,65.023
Task 3416,9.759,58.293
Task 3417,10.879,65.678
Task 3418,15.704,74.32
Task 3419,16.621,64.272
Task 3420,18.933,68.087
Task 3421,12.929,68.714
Task 3422,18.528,60.21
Task 3423,13.982,78.106
Task 3424,9.586,65.619
Task 3425,14.006,59.831
Task 3426,8.916,67.043
Task 3427,9.992,78.566
Task 3428,16.422,80.671
Task 3429,12.081,75.948
Task 3430,11.491,59.484
Task 3431,8.696,66.953
Task 3432,8.501,59.91
Task 3433,13.442,67.024
Task 3434,12.166,72.956
Task 3435,12.22,63.136
Task 3436,15.435,68.353
Task 3437,13.788,67.479
Task 3438,12.7,61.631
Task 3439,13.399,64.029
Task 3440,8.916,74.788
Task 3441,9.709,75.356
Task 3442,10.9,76.363
Task 3443,18.881,70.925
Task 3444,14.205,74.536
Task 3445,13.123,59.858
Task 3446,18.741,75.441
Task 3447,7.031,62.352
Task 3448,14.267,77.746
Task 3449,10.415,58.411
Task 3450,15.25,78.121
Task 3451,8.716,61.046
Task 3452,17.129,69.275
Task 3453,16.913,76.479
Task 3454,10.266,59.737
Task 3455,8.409,62.652
Task 3456,7.289,77.528
Task 3457,8.722,75.971
Task 3458,17.455,61.289
Task 3459,15.694,67.079
Task 3460,9.106,81.735
Task 3461,15.469,63.419
Task 3462,7.658,65.118
Task 3463,17.786,61.877
Task 3464,9.914,76.433
Task 3465,17.698,69.009
Task 3466,10.199,63.412
Task 3467,8.474,61.199
Task 3468,11.141,77.762
Task 3469,8.406,62.466
Task 3470,7.434,61.341
Task 3471,18.821,75.157
Task 3472,17.866,76.682
Task 3473,10.78,81.041
Task 3474,11.363,80.965
Task 3475,8.404,63.768
Task 3476,9.557,67.846
Task 3477,7.43,58.755
Task 3478,18.649,80.388
Task 3479,13.798,60.548
Task 3480,17.877,62.324
Task 3481,10.313,66.465
Task 3482,16.648,73.103
Task 3483,8.681,70.477
Task 3484,17.387,67.585
Task 3485,12.005,64.871
Task 3486,14.908,65.909
Task 3487,8.408,61.738
Task 3488,13.285,61.973
Task 3489,8.06,63.485
Task 3490,9.988,69.43
Task 3491,11.871,63.929
Task 3492,7.566,65.653
Task 3493,10.69,72.163
Task 3494,15.773,79.378
Task 3495,15.284,80.169
Task 3496,11.214,72.236
Task 3497,11.221,71.301
Task 3498,9.179,68.212
Task 3499,16.329,62.426
Task 3500,11.068,63.195
Task 3501,17.974,76.962
Task 3502,7.217,80.317
Task 3503,14.5,64.071
Task 3504,9.195,65.015
Task 3505,7.34,74.997
Task 3506,9.969,74.0
Task 3507,18.837,59.151
Task 3508,14.612,73.102
Task 3509,13.19,61.636
Task 3510,7.177,62.624
Task 3511,10.577,79.707
Task 3512,9.831,81.325
Task 3513,12.557,67.699
Task 3514,16.039,80.593
Task 3515,10.247,66.822
Task 3516,15.542,74.933
Task 3517,10.777,71.448
Task 3518,13.651,70.904
Task 3519,11.829,67.378
Task 3520,9.265,58.12
Task 3521,14.293,62.601
Task 3522,14.339,72.147
Task 3523,8.867,67.159
Task 3524,17.719,78.723
Task 3525,7.526,62.675
Task 3526,18.751,58.292
Task 3527,14.407,59.017
Task 3528,18.833,77.423
Task 3529,13.514,77.679
Task 3530,12.158,60.021
Task 3531,8.677,59.563
Task 3532,13.365,77.363
Task 3533,11.466,78.805
Task 3534,12.392,68.282
Task 3535,15.804,59.47
Task 3536,14.701,76.31
Task 3537,12.867,74.637
Task 3538,12.82,69.599
Task 3539,12.415,62.731
Task 3540,8.298,69.731
Task 3541,9.911,69.38
Task 3542,9.298,58.87
Task 3543,17.213,79.042
Task 3544,7.231,80.274
Task 3545,8.289,71.417
Task 3546,16.402,64.357
Task 3547,16.699,69.971
Task 3548,7.391,79.828
Task 3549,12.69,69.692
Task 3550,15.908,71.84
Task 3551,8.777,71.327
Task 3552,13.323,63.732
Task 3553,12.701,81.284
Task 3554,14.886,74.083
Task 3555,13.407,60.251
Task 3556,14.345,59.122
Task 3557,16.316,68.502
Task 3558,16.284,80.508
Task 3559,18.393,76.557
Task 3560,17.11,81.332
Task 3561,15.484,64.778
Task 3562,10.684,63.821
Task 3563,12.211,76.72
Task 3564,15.276,62.893
Task 3565,15.187,67.712
Task 3566,8.608,81.8
Task 3567,14.929,59.59
Task 3568,18.268,80.122
Task 3569,9.172,63.822
Task 3570,17.369,79.878
Task 3571,10.568,70.693
Task 3572,17.265,58.629
Task 3573,7.677,64.673
Task 3574,11.044,70.16
Task 3575,8.066,77.553
Task 3576,17.259,79.486
Task 3577,15.307,77.081
Task 3578,18.072,58.632
Task 3579,12.018,79.634
Task 3580,13.647,70.566
Task 3581,18.601,65.663
Task 3582,17.228,63.396
Task 3583,9.716,62.565
Task 3584,13.496,74.895
Task 3585,13.89,79.667
Task 3586,16.261,66.6
Task 3587,15.547,74.771
Task 3588,16.264,69.498
Task 3589,14.814,68.699
Task 3590,12.415,79.532
Task 3591,16.473,72.956
Task 3592,13.356,71.319
Task 3593,8.141,78.493
Task 3594,15.928,65.893
Task 3595,12.025,60.106
Task 3596,14.591,74.956
Task 3597,10.839,73.433
Task 3598,17.474,77.954
Task 3599,12.886,80.782
Task 3600,17.625,63.5
Task 3601,11.467,70.302
Task 3602,9.49,80.803
Task 3603,13.2,60.852
Task 3604,16.813,71.534
Task 3605,18.13,75.502
Task 3606,11.871,76.584
Task 3607,17.295,78.09
Task 3608,15.517,79.564
Task 3609,18.246,80.537
Task 3610,13.57,79.277
Task 3611,18.334,71.197
Task 3612,7.797,75.658
Task 3613,16.619,74.534
Task 3614,16.626,61.071
Task 3615,14.024,63.413
Task 3616,8.755,73.515
Task 3617,16.359,77.418
Task 3618,8.825,66.847
Task 3619,13.536,66.731
Task 3620,14.957,72.659
Task 3621,11.456,61.205
Task 3622,10.145,65.873
Task 3623,16.332,70.429
Task 3624,17.974,67.608
Task 3625,8.893,61.573
Task 3626,17.7,62.121
Task 3627,9.194,72.187
Task 3628,18.939,63.136
Task 3629,8.264,66.362
Task 3630,18.628,59.049
Task 3631,14.666,74.043
Task 3632,10.626,76.777
Task 3633,12.65,72.329
Task 3634,9.246,59.576
Task 3635,17.53,61.632
Task 3636,15.277,71.822
Task 3637,14.289,68.569
Task 3638,16.398,81.383
Task 3639,14.356,67.11
Task 3640,8.184,75.939
Task 3641,16.719,70.176
Task 3642,13.311,70.807
Task 3643,12.215,62.346
Task 3644,18.434,69.666
Task 3645,11.976,78.682
Task 3646,8.709,62.597
Task 3647,8.908,62.267
Task 3648,10.635,75.462
Task 3649,10.938,70.864
Task 3650,17.637,67.208
Task 3651,10.302,68.219
Task 3652,12.299,74.982
Task 3653,8.732,67.562
Task 3654,10.73,67.51
Task 3655,12.861,62.249
Task 3656,16.437,71.389
Task 3657,12.444,60.921
Task 3658,16.463,69.605
Task 3659,9.637,81.567
Task 3660,12.411,58.536
Task 3661,14.155,68.179
Task 3662,15.578,64.191
Task 3663,7.5,72.416
Task 3664,17.777,70.509
Task 3665,17.6,64.165
Task 3666,13.196,74.595
Task 3667,9.772,60.957
Task 3668,7.467,76.258
Task 3669,8.984,75.37
Task 3670,9.562,73.04
Task 3671,13.458,60.324
Task 3672,14.259,81.169
Task 3673,7.414,75.513
Task 3674,12.086,76.675
Task 3675,16.497,81.385
Task 3676,17.784,61.09
Task 3677,8.127,61.472
Task 3678,9.679,68.989
Task 3679,14.58,81.743
Task 3680,10.823,79.855
Task 3681,10.913,81.81
Task 3682,7.55,70.719
Task 3683,12.622,80.128
Task 3684,17.725,81.963
Task 3685,17.223,73.38
Task 3686,9.048,76.669
Task 3687,9.622,67.6
Task 3688,7.426,79.093
Task 3689,11.813,79.337
Task 3690,14.769,58.065
Task 3691,18.973,71.495
Task 3692,9.035,61.454
Task 3693,14.958,67.786
Task 3694,15.364,72.145
Task 3695,12.671,67.729
Task 3696,11.375,75.524
Task 3697,12.021,77.911
Task 3698,12.001,65.341
Task 3699,7.996,59.871
Task 3700,16.864,66.391
Task 3701,12.463,74.856
Task 3702,11.212,66.481
Task 3703,18.085,75.466
Task 3704,8.448,60.839
Task 3705,16.234,68.996
Task 3706,18.287,81.985
Task 3707,14.127,65.358
Task 3708,15.396,77.621
Task 3709,17.279,59.95
Task 3710,14.939,77.073
Task 3711,11.335,73.929
Task 3712,8.378,65.216
Task 3713,16.693,78.578
Task 3714,14.188,70.364
Task 3715,12.049,60.904
Task 3716,13.832,68.981
Task 3717,9.464,62.41
Task 3718,10.25,71.165
Task 3719,16.459,67.586
Task 3720,16.821,78.216
Task 3721,13.477,76.609
Task 3722,7.741,66.793
Task 3723,10.98,71.624
Task 3724,17.566,76.826
Task 3725,18.504,72.598
Task 3726,14.483,61.009
Task 3727,15.819,58.644
Task 3728,13.485,61.595
Task 3729,8.147,73.938
Task 3730,9.753,74.857
Task 3731,7.249,58.466
Task 3732,13.966,80.017
Task 3733,7.666,80.527
Task 3734,14.057,75.9
Task 3735,10.839,77.358
Task 3736,7.24,75.037
Task 3737,17.397,72.439
Task 3738,18.315,77.453
Task 3739,9.128,72.681
Task 3740,18.921,69.515
Task 3741,11.638,63.753
Task 3742,16.863,75.875
Task 3743,18.563,73.267
Task 3744,12.386,73.598
Task 3745,18.341,66.606
Task 3746,15.482,63.913
Task 3747,8.391,74.751
Task 3748,7.275,67.568
Task 3749,7.561,69.171
Task 3750,14.111,68.783
Task 3751,16.492,58.628
Task 3752,8.992,63.799
Task 3753,15.564,60.885
Task 3754,13.584,60.861
Task 3755,11.801,71.366
Task 3756,18.023,62.818
Task 3757,7.288,76.515
Task 3758,15.996,61.326
Task 3759,14.556,58.712
Task 3760,14.219,79.262
Task 3761,17.031,61.223
Task 3762,17.651,79.95
Task 3763,17.785,73.897
Task 3764,16.391,71.378
Task 3765,16.82,69.776
Task 3766,18.305,66.745
Task 3767,17.377,60.231
Task 3768,15.192,71.528
Task 3769,17.025,71.806
Task 3770,7.191,58.907
Task 3771,9.533,65.563
Task 3772,17.741,72.806
